Gene	Gene name	nTPM
ENSG00000164675	IQUB	0.0
ENSG00000164683	HEY1	6.9
ENSG00000164684	ZNF704	0.0
ENSG00000164687	FABP5	56.0
ENSG00000164690	SHH	0.3
ENSG00000164691	TAGAP	170.3
ENSG00000164692	COL1A2	0.0
ENSG00000164694	FNDC1	0.0
ENSG00000164695	CHMP4C	1.9
ENSG00000164707	SLC13A4	0.0
ENSG00000164708	PGAM2	0.3
ENSG00000164713	BRI3	43.0
ENSG00000164715	LMTK2	1.4
ENSG00000164729	SLC35G3	0.7
ENSG00000164733	CTSB	703.1
ENSG00000164736	SOX17	0.0
ENSG00000164741	DLC1	4.3
ENSG00000164742	ADCY1	0.0
ENSG00000164743	C8orf48	0.0
ENSG00000164744	SUN3	0.2
ENSG00000164746	C7orf57	0.3
ENSG00000164749	HNF4G	0.1
ENSG00000164751	PEX2	180.9
ENSG00000164754	RAD21	31.6
ENSG00000164756	SLC30A8	0.1
ENSG00000164758	MED30	111.6
ENSG00000164761	TNFRSF11B	4.0
ENSG00000164764	SBSPON	0.1
ENSG00000164776	PHKG1	0.8
ENSG00000164778	EN2	0.0
ENSG00000164794	KCNV1	0.5
ENSG00000164796	CSMD3	0.0
ENSG00000164808	SPIDR	10.7
ENSG00000164815	ORC5	29.0
ENSG00000164816	DEFA5	0.6
ENSG00000164818	DNAAF5	1.8
ENSG00000164821	DEFA4	35.8
ENSG00000164822	DEFA6	0.1
ENSG00000164823	OSGIN2	21.8
ENSG00000164825	DEFB1	0.3
ENSG00000164828	SUN1	11.6
ENSG00000164830	OXR1	38.1
ENSG00000164841	TMEM74	0.0
ENSG00000164849	GPR146	95.4
ENSG00000164850	GPER1	5.8
ENSG00000164853	UNCX	0.0
ENSG00000164855	TMEM184A	0.2
ENSG00000164867	NOS3	2.3
ENSG00000164871	SPAG11B	0.0
ENSG00000164877	MICALL2	0.1
ENSG00000164879	CA3	0.2
ENSG00000164880	INTS1	2.7
ENSG00000164885	CDK5	46.3
ENSG00000164889	SLC4A2	2.1
ENSG00000164893	SLC7A13	0.0
ENSG00000164896	FASTK	38.2
ENSG00000164897	TMUB1	23.9
ENSG00000164898	FMC1	25.3
ENSG00000164900	GBX1	0.0
ENSG00000164902	PHAX	10.6
ENSG00000164904	ALDH7A1	6.3
ENSG00000164916	FOXK1	2.4
ENSG00000164919	COX6C	349.0
ENSG00000164920	OSR2	0.1
ENSG00000164924	YWHAZ	1345.6
ENSG00000164929	BAALC	3.7
ENSG00000164930	FZD6	4.0
ENSG00000164932	CTHRC1	2.3
ENSG00000164933	SLC25A32	7.3
ENSG00000164934	DCAF13	61.1
ENSG00000164935	DCSTAMP	0.2
ENSG00000164938	TP53INP1	54.8
ENSG00000164941	INTS8	15.2
ENSG00000164944	VIRMA	14.2
ENSG00000164946	FREM1	0.0
ENSG00000164949	GEM	1.4
ENSG00000164951	PDP1	41.4
ENSG00000164953	TMEM67	0.6
ENSG00000164961	WASHC5	29.5
ENSG00000164967	RPP25L	71.6
ENSG00000164970	FAM219A	1.1
ENSG00000164972	C9orf24	0.8
ENSG00000164975	SNAPC3	36.0
ENSG00000164976	MYORG	0.7
ENSG00000164978	NUDT2	27.3
ENSG00000164983	TMEM65	1.0
ENSG00000164985	PSIP1	18.8
ENSG00000164989	CCDC171	2.4
ENSG00000165006	UBAP1	120.6
ENSG00000165023	DIRAS2	0.3
ENSG00000165025	SYK	112.4
ENSG00000165028	NIPSNAP3B	2.8
ENSG00000165029	ABCA1	13.1
ENSG00000165030	NFIL3	58.0
ENSG00000165046	LETM2	21.7
ENSG00000165055	METTL2B	2.7
ENSG00000165059	PRKACG	0.0
ENSG00000165060	FXN	61.8
ENSG00000165061	ZMAT4	8.6
ENSG00000165066	NKX6-3	0.1
ENSG00000165071	TMEM71	270.6
ENSG00000165072	MAMDC2	0.6
ENSG00000165076	PRSS37	0.0
ENSG00000165078	CPA6	0.0
ENSG00000165084	C8orf34	0.5
ENSG00000165091	TMC1	0.0
ENSG00000165092	ALDH1A1	87.5
ENSG00000165097	KDM1B	8.6
ENSG00000165102	HGSNAT	15.9
ENSG00000165105	RASEF	7.0
ENSG00000165113	GKAP1	2.0
ENSG00000165115	KIF27	16.2
ENSG00000165118	C9orf64	13.0
ENSG00000165119	HNRNPK	1145.3
ENSG00000165120	SSMEM1	0.0
ENSG00000165124	SVEP1	0.0
ENSG00000165125	TRPV6	0.0
ENSG00000165131	LLCFC1	0.1
ENSG00000165138	ANKS6	0.4
ENSG00000165140	FBP1	403.7
ENSG00000165152	PGAP4	0.0
ENSG00000165156	ZHX1	14.1
ENSG00000165164	CFAP47	0.0
ENSG00000165168	CYBB	318.5
ENSG00000165169	DYNLT3	35.9
ENSG00000165171	METTL27	6.4
ENSG00000165175	MID1IP1	15.7
ENSG00000165181	SHOC1	1.3
ENSG00000165182	CXorf58	0.3
ENSG00000165185	KIAA1958	0.7
ENSG00000165186	PTCHD1	0.1
ENSG00000165188	RNF183	0.0
ENSG00000165192	ASB11	0.0
ENSG00000165194	PCDH19	0.0
ENSG00000165195	PIGA	23.4
ENSG00000165197	VEGFD	0.0
ENSG00000165202	OR1Q1	0.0
ENSG00000165204	OR1K1	0.1
ENSG00000165209	STRBP	8.1
ENSG00000165215	CLDN3	0.0
ENSG00000165219	GAPVD1	25.4
ENSG00000165233	CARD19	40.5
ENSG00000165238	WNK2	0.2
ENSG00000165240	ATP7A	9.4
ENSG00000165244	ZNF367	0.3
ENSG00000165246	NLGN4Y	0.6
ENSG00000165259	HDX	3.6
ENSG00000165264	NDUFB6	304.0
ENSG00000165269	AQP7	0.5
ENSG00000165271	NOL6	6.3
ENSG00000165272	AQP3	205.9
ENSG00000165275	TRMT10B	4.2
ENSG00000165280	VCP	142.8
ENSG00000165282	PIGO	9.6
ENSG00000165283	STOML2	122.0
ENSG00000165288	BRWD3	0.4
ENSG00000165300	SLITRK5	0.3
ENSG00000165304	MELK	1.7
ENSG00000165309	ARMC3	0.3
ENSG00000165312	OTUD1	2.5
ENSG00000165322	ARHGAP12	4.2
ENSG00000165323	FAT3	0.0
ENSG00000165325	DEUP1	0.0
ENSG00000165338	HECTD2	2.9
ENSG00000165349	SLC7A3	0.1
ENSG00000165355	FBXO33	4.0
ENSG00000165359	INTS6L	5.2
ENSG00000165370	GPR101	0.0
ENSG00000165376	CLDN2	0.0
ENSG00000165379	LRFN5	0.0
ENSG00000165383	LRRC18	0.1
ENSG00000165389	SPTSSA	36.9
ENSG00000165392	WRN	1.1
ENSG00000165406	MARCHF8	14.1
ENSG00000165409	TSHR	6.9
ENSG00000165410	CFL2	4.9
ENSG00000165416	SUGT1	63.7
ENSG00000165417	GTF2A1	7.4
ENSG00000165424	ZCCHC24	0.9
ENSG00000165434	PGM2L1	3.9
ENSG00000165443	PHYHIPL	0.0
ENSG00000165449	SLC16A9	0.0
ENSG00000165457	FOLR2	64.4
ENSG00000165458	INPPL1	3.7
ENSG00000165462	PHOX2A	0.0
ENSG00000165471	MBL2	0.0
ENSG00000165474	GJB2	0.0
ENSG00000165475	CRYL1	60.6
ENSG00000165476	REEP3	5.1
ENSG00000165478	HEPACAM	0.6
ENSG00000165480	SKA3	0.5
ENSG00000165487	MICU2	42.2
ENSG00000165490	DDIAS	10.4
ENSG00000165494	PCF11	16.6
ENSG00000165495	PKNOX2	0.0
ENSG00000165496	RPL10L	0.0
ENSG00000165501	LRR1	25.5
ENSG00000165502	RPL36AL	1507.7
ENSG00000165506	DNAAF2	12.5
ENSG00000165507	DEPP1	1.0
ENSG00000165509	MAGEC3	0.0
ENSG00000165512	ZNF22	70.9
ENSG00000165516	KLHDC2	23.6
ENSG00000165521	EML5	0.2
ENSG00000165525	NEMF	87.2
ENSG00000165526	RPUSD4	20.5
ENSG00000165527	ARF6	41.5
ENSG00000165533	TTC8	13.7
ENSG00000165548	TMEM63C	0.3
ENSG00000165553	NGB	0.0
ENSG00000165555	NOXRED1	0.5
ENSG00000165556	CDX2	0.0
ENSG00000165566	AMER2	0.1
ENSG00000165568	AKR1E2	0.9
ENSG00000165572	KBTBD6	3.6
ENSG00000165583	SSX5	0.0
ENSG00000165584	SSX3	0.2
ENSG00000165588	OTX2	0.0
ENSG00000165591	FAAH2	16.7
ENSG00000165606	DRGX	0.0
ENSG00000165609	NUDT5	164.5
ENSG00000165617	DACT1	0.2
ENSG00000165621	OXGR1	1.3
ENSG00000165623	UCMA	0.0
ENSG00000165626	BEND7	0.4
ENSG00000165629	ATP5F1C	430.0
ENSG00000165630	PRPF18	40.8
ENSG00000165632	TAF3	2.8
ENSG00000165633	VSTM4	0.5
ENSG00000165637	VDAC2	233.6
ENSG00000165643	SOHLH1	0.0
ENSG00000165644	COMTD1	15.4
ENSG00000165646	SLC18A2	59.5
ENSG00000165650	PDZD8	2.6
ENSG00000165655	ZNF503	0.2
ENSG00000165660	ABRAXAS2	23.1
ENSG00000165661	QSOX2	0.3
ENSG00000165669	FAM204A	73.5
ENSG00000165671	NSD1	17.6
ENSG00000165672	PRDX3	509.8
ENSG00000165675	ENOX2	13.6
ENSG00000165678	GHITM	570.4
ENSG00000165682	CLEC1B	15.8
ENSG00000165684	SNAPC4	0.2
ENSG00000165685	TMEM52B	0.8
ENSG00000165688	PMPCA	65.1
ENSG00000165689	ENTR1	2.3
ENSG00000165694	FRMD7	0.0
ENSG00000165695	AK8	6.2
ENSG00000165698	SPACA9	4.4
ENSG00000165699	TSC1	3.8
ENSG00000165702	GFI1B	396.6
ENSG00000165704	HPRT1	57.6
ENSG00000165714	BORCS5	14.3
ENSG00000165716	DIPK1B	2.8
ENSG00000165724	ZMYND19	1.6
ENSG00000165730	STOX1	1.0
ENSG00000165731	RET	0.7
ENSG00000165732	DDX21	20.1
ENSG00000165733	BMS1	9.7
ENSG00000165752	STK32C	55.5
ENSG00000165757	JCAD	0.0
ENSG00000165762	OR4K2	0.0
ENSG00000165775	FUNDC2	3.3
ENSG00000165782	PIP4P1	12.5
ENSG00000165792	METTL17	28.9
ENSG00000165794	SLC39A2	0.0
ENSG00000165795	NDRG2	204.5
ENSG00000165799	RNASE7	0.0
ENSG00000165801	ARHGEF40	6.2
ENSG00000165802	NSMF	13.8
ENSG00000165804	ZNF219	0.6
ENSG00000165805	C12orf50	0.0
ENSG00000165806	CASP7	23.1
ENSG00000165807	PPP1R36	0.3
ENSG00000165810	BTNL9	0.9
ENSG00000165813	CCDC186	49.4
ENSG00000165816	VWA2	0.2
ENSG00000165819	METTL3	15.8
ENSG00000165821	SALL2	1.1
ENSG00000165828	PRAP1	0.3
ENSG00000165832	TRUB1	8.1
ENSG00000165837	ERICH6B	0.0
ENSG00000165841	CYP2C19	0.4
ENSG00000165861	ZFYVE1	10.9
ENSG00000165863	C10orf82	10.2
ENSG00000165868	HSPA12A	1.8
ENSG00000165879	FRAT1	10.1
ENSG00000165886	UBTD1	6.7
ENSG00000165887	ANKRD2	0.2
ENSG00000165891	E2F7	1.8
ENSG00000165895	ARHGAP42	0.4
ENSG00000165898	ISCA2	218.8
ENSG00000165899	OTOGL	0.0
ENSG00000165905	LARGE2	2.1
ENSG00000165912	PACSIN3	0.1
ENSG00000165914	TTC7B	8.1
ENSG00000165915	SLC39A13	15.3
ENSG00000165916	PSMC3	254.5
ENSG00000165917	RAPSN	0.4
ENSG00000165923	AGBL2	0.5
ENSG00000165929	TC2N	84.7
ENSG00000165934	CPSF2	16.8
ENSG00000165935	SMCO2	0.0
ENSG00000165943	MOAP1	53.5
ENSG00000165948	IFI27L1	16.1
ENSG00000165949	IFI27	8.2
ENSG00000165953	SERPINA12	0.0
ENSG00000165959	CLMN	7.3
ENSG00000165966	PDZRN4	0.0
ENSG00000165970	SLC6A5	0.0
ENSG00000165972	CCDC38	0.6
ENSG00000165973	NELL1	0.0
ENSG00000165983	PTER	14.2
ENSG00000165985	C1QL3	0.5
ENSG00000165995	CACNB2	1.1
ENSG00000165996	HACD1	55.9
ENSG00000165997	ARL5B	1.2
ENSG00000166002	SMCO4	318.5
ENSG00000166004	CEP295	5.1
ENSG00000166006	KCNC2	0.0
ENSG00000166012	TAF1D	44.4
ENSG00000166016	ABTB2	5.0
ENSG00000166024	R3HCC1L	17.8
ENSG00000166025	AMOTL1	0.7
ENSG00000166033	HTRA1	0.4
ENSG00000166035	LIPC	1.8
ENSG00000166037	CEP57	33.9
ENSG00000166046	TCP11L2	67.3
ENSG00000166049	PASD1	0.0
ENSG00000166068	SPRED1	1.4
ENSG00000166069	TMCO5A	0.0
ENSG00000166073	GPR176	0.4
ENSG00000166086	JAM3	5.3
ENSG00000166090	IL25	0.0
ENSG00000166091	CMTM5	30.1
ENSG00000166105	GLB1L3	3.1
ENSG00000166106	ADAMTS15	0.0
ENSG00000166111	SVOP	0.3
ENSG00000166118	SPATA19	0.0
ENSG00000166123	GPT2	1.3
ENSG00000166126	AMN	0.2
ENSG00000166128	RAB8B	62.3
ENSG00000166130	IKBIP	28.1
ENSG00000166133	RPUSD2	35.6
ENSG00000166135	HIF1AN	15.3
ENSG00000166136	NDUFB8	1114.5
ENSG00000166140	ZFYVE19	9.4
ENSG00000166143	PPP1R14D	0.3
ENSG00000166145	SPINT1	31.9
ENSG00000166147	FBN1	0.1
ENSG00000166148	AVPR1A	0.1
ENSG00000166152	C16orf78	0.0
ENSG00000166153	DEPDC4	1.0
ENSG00000166159	LRTM2	0.0
ENSG00000166160	OPN1MW2	0.0
ENSG00000166164	BRD7	9.9
ENSG00000166165	CKB	292.6
ENSG00000166166	TRMT61A	10.8
ENSG00000166167	BTRC	3.4
ENSG00000166169	POLL	11.8
ENSG00000166170	BAG5	28.7
ENSG00000166171	DPCD	29.7
ENSG00000166173	LARP6	0.3
ENSG00000166181	API5	117.0
ENSG00000166183	ASPG	0.0
ENSG00000166188	ZNF319	3.4
ENSG00000166189	HPS6	3.9
ENSG00000166192	SENP8	3.6
ENSG00000166197	NOLC1	24.9
ENSG00000166199	ALKBH3	34.8
ENSG00000166200	COPS2	28.4
ENSG00000166206	GABRB3	0.0
ENSG00000166211	SPIC	1.1
ENSG00000166220	TBATA	0.0
ENSG00000166224	SGPL1	45.1
ENSG00000166225	FRS2	7.5
ENSG00000166226	CCT2	74.5
ENSG00000166228	PCBD1	49.7
ENSG00000166233	ARIH1	1.6
ENSG00000166246	DNAAF8	1.1
ENSG00000166250	CLMP	0.5
ENSG00000166257	SCN3B	0.4
ENSG00000166260	COX11	8.0
ENSG00000166261	ZNF202	2.6
ENSG00000166262	FAM227B	5.8
ENSG00000166263	STXBP4	2.1
ENSG00000166265	CYYR1	31.5
ENSG00000166266	CUL5	2.5
ENSG00000166268	MYRFL	0.0
ENSG00000166272	WBP1L	19.5
ENSG00000166275	BORCS7	47.3
ENSG00000166278	C2	26.1
ENSG00000166289	PLEKHF1	184.2
ENSG00000166292	TMEM100	0.0
ENSG00000166295	ANAPC16	65.9
ENSG00000166311	SMPD1	10.2
ENSG00000166313	APBB1	85.7
ENSG00000166317	SYNPO2L	0.5
ENSG00000166321	NUDT13	3.7
ENSG00000166323	C11orf65	0.5
ENSG00000166326	TRIM44	1.8
ENSG00000166329	CCDC182	0.1
ENSG00000166333	ILK	418.6
ENSG00000166337	TAF10	21.3
ENSG00000166340	TPP1	187.1
ENSG00000166341	DCHS1	0.1
ENSG00000166342	NETO1	0.8
ENSG00000166343	MSS51	0.2
ENSG00000166347	CYB5A	116.5
ENSG00000166348	USP54	0.7
ENSG00000166349	RAG1	0.1
ENSG00000166351	POTED	0.3
ENSG00000166352	IFTAP	28.6
ENSG00000166359	WDR88	0.5
ENSG00000166363	OR10A5	0.0
ENSG00000166368	OR2D2	0.0
ENSG00000166377	ATP9B	13.7
ENSG00000166387	PPFIBP2	14.4
ENSG00000166391	MOGAT2	0.0
ENSG00000166394	CYB5R2	10.6
ENSG00000166396	SERPINB7	0.0
ENSG00000166398	GARRE1	3.0
ENSG00000166401	SERPINB8	53.9
ENSG00000166402	TUB	0.1
ENSG00000166405	RIC3	12.8
ENSG00000166407	LMO1	0.0
ENSG00000166411	IDH3A	144.0
ENSG00000166415	WDR72	0.0
ENSG00000166426	CRABP1	0.1
ENSG00000166428	PLD4	3628.5
ENSG00000166432	ZMAT1	0.8
ENSG00000166435	XRRA1	4.4
ENSG00000166436	TRIM66	0.8
ENSG00000166439	RNF169	1.4
ENSG00000166441	RPL27A	27247.6
ENSG00000166444	DENND2B	2.9
ENSG00000166446	CDYL2	4.0
ENSG00000166448	TMEM130	1.3
ENSG00000166450	PRTG	0.2
ENSG00000166451	CENPN	7.9
ENSG00000166452	AKIP1	59.0
ENSG00000166454	ATMIN	2.2
ENSG00000166455	C16orf46	0.3
ENSG00000166471	TMEM41B	10.4
ENSG00000166473	PKD1L2	0.0
ENSG00000166477	LEO1	31.8
ENSG00000166478	ZNF143	57.5
ENSG00000166479	TMX3	6.4
ENSG00000166482	MFAP4	1.9
ENSG00000166483	WEE1	8.0
ENSG00000166484	MAPK7	10.7
ENSG00000166501	PRKCB	44.4
ENSG00000166503	HDGFL3	1.8
ENSG00000166507	NDST2	3.5
ENSG00000166508	MCM7	17.3
ENSG00000166509	CLEC3A	0.0
ENSG00000166510	CCDC68	0.2
ENSG00000166523	CLEC4E	451.9
ENSG00000166526	ZNF3	19.5
ENSG00000166527	CLEC4D	99.4
ENSG00000166529	ZSCAN21	12.9
ENSG00000166532	RIMKLB	2.1
ENSG00000166535	A2ML1	0.3
ENSG00000166546	BEAN1	0.0
ENSG00000166548	TK2	9.4
ENSG00000166557	TMED3	109.3
ENSG00000166558	SLC38A8	0.0
ENSG00000166562	SEC11C	300.2
ENSG00000166569	CPLX4	0.1
ENSG00000166573	GALR1	0.1
ENSG00000166575	TMEM135	8.1
ENSG00000166578	IQCD	1.9
ENSG00000166579	NDEL1	176.0
ENSG00000166582	CENPV	1.5
ENSG00000166589	CDH16	0.0
ENSG00000166592	RRAD	0.0
ENSG00000166595	CIAO2B	390.9
ENSG00000166596	CFAP52	0.0
ENSG00000166598	HSP90B1	323.0
ENSG00000166603	MC4R	0.0
ENSG00000166619	BLCAP	114.0
ENSG00000166634	SERPINB12	0.2
ENSG00000166664	CHRFAM7A	2.9
ENSG00000166669	ATF7IP2	10.2
ENSG00000166670	MMP10	0.0
ENSG00000166676	TVP23A	0.6
ENSG00000166681	BEX3	151.3
ENSG00000166682	TMPRSS5	0.0
ENSG00000166685	COG1	18.9
ENSG00000166689	PLEKHA7	3.7
ENSG00000166704	ZNF606	10.1
ENSG00000166707	ZCCHC18	0.8
ENSG00000166710	B2M	55983.5
ENSG00000166716	ZNF592	2.6
ENSG00000166734	GOLM2	38.2
ENSG00000166736	HTR3A	13.9
ENSG00000166741	NNMT	0.3
ENSG00000166743	ACSM1	1.7
ENSG00000166747	AP1G1	13.8
ENSG00000166750	SLFN5	69.0
ENSG00000166762	CATSPER2	1.1
ENSG00000166780	BMERB1	8.8
ENSG00000166783	MARF1	7.2
ENSG00000166788	SAAL1	22.4
ENSG00000166793	YPEL4	0.1
ENSG00000166794	PPIB	2649.5
ENSG00000166796	LDHC	1.1
ENSG00000166797	CIAO2A	387.5
ENSG00000166800	LDHAL6A	0.6
ENSG00000166801	FAM111A	4.3
ENSG00000166803	PCLAF	23.6
ENSG00000166813	KIF7	0.0
ENSG00000166816	LDHD	11.0
ENSG00000166819	PLIN1	0.0
ENSG00000166821	PEX11A	3.6
ENSG00000166822	TMEM170A	38.3
ENSG00000166823	MESP1	0.1
ENSG00000166825	ANPEP	227.8
ENSG00000166828	SCNN1G	0.2
ENSG00000166831	RBPMS2	0.7
ENSG00000166833	NAV2	0.6
ENSG00000166839	ANKDD1A	3.1
ENSG00000166840	GLYATL1	0.2
ENSG00000166845	C18orf54	1.9
ENSG00000166847	DCTN5	22.2
ENSG00000166848	TERF2IP	101.5
ENSG00000166851	PLK1	5.7
ENSG00000166855	CLPX	6.4
ENSG00000166856	GPR182	0.0
ENSG00000166860	ZBTB39	0.7
ENSG00000166862	CACNG2	0.0
ENSG00000166863	TAC3	0.0
ENSG00000166866	MYO1A	0.6
ENSG00000166869	CHP2	0.2
ENSG00000166881	NEMP1	2.4
ENSG00000166884	OR4D6	0.0
ENSG00000166886	NAB2	3.0
ENSG00000166887	VPS39	38.6
ENSG00000166888	STAT6	34.5
ENSG00000166889	PATL1	3.4
ENSG00000166896	ATP23	1.6
ENSG00000166897	ELFN2	0.0
ENSG00000166900	STX3	74.2
ENSG00000166902	MRPL16	167.2
ENSG00000166908	PIP4K2C	59.0
ENSG00000166912	MTMR10	13.6
ENSG00000166913	YWHAB	156.1
ENSG00000166920	C15orf48	1.6
ENSG00000166922	SCG5	0.3
ENSG00000166923	GREM1	0.1
ENSG00000166924	NYAP1	0.0
ENSG00000166925	TSC22D4	56.4
ENSG00000166926	MS4A6E	0.1
ENSG00000166927	MS4A7	1495.7
ENSG00000166928	MS4A14	8.0
ENSG00000166930	MS4A5	0.0
ENSG00000166938	DIS3L	13.2
ENSG00000166946	CCNDBP1	21.6
ENSG00000166947	EPB42	1.0
ENSG00000166948	TGM6	0.0
ENSG00000166949	SMAD3	3.6
ENSG00000166959	MS4A8	0.0
ENSG00000166960	CCDC178	0.0
ENSG00000166961	MS4A15	3.2
ENSG00000166963	MAP1A	10.5
ENSG00000166965	RCCD1	0.8
ENSG00000166971	AKTIP	47.9
ENSG00000166974	MAPRE2	76.9
ENSG00000166979	EVA1C	3.8
ENSG00000166986	MARS1	58.0
ENSG00000166987	MBD6	13.7
ENSG00000166997	CNPY4	19.8
ENSG00000167004	PDIA3	341.5
ENSG00000167005	NUDT21	46.2
ENSG00000167011	NAT16	0.3
ENSG00000167014	TERB2	0.1
ENSG00000167034	NKX3-1	54.2
ENSG00000167037	SGSM1	0.4
ENSG00000167065	DUSP18	32.0
ENSG00000167074	TEF	0.9
ENSG00000167077	MEI1	57.4
ENSG00000167080	B4GALNT2	0.3
ENSG00000167081	PBX3	14.0
ENSG00000167083	GNGT2	67.1
ENSG00000167085	PHB1	155.4
ENSG00000167088	SNRPD1	225.2
ENSG00000167094	TTC16	1.6
ENSG00000167098	SUN5	0.0
ENSG00000167100	SAMD14	0.6
ENSG00000167103	PIP5KL1	0.4
ENSG00000167104	BPIFB6	0.0
ENSG00000167105	TMEM92	0.8
ENSG00000167106	FAM102A	13.4
ENSG00000167107	ACSF2	16.1
ENSG00000167110	GOLGA2	33.4
ENSG00000167112	TRUB2	6.4
ENSG00000167113	COQ4	63.9
ENSG00000167114	SLC27A4	4.7
ENSG00000167117	ANKRD40CL	3.8
ENSG00000167118	URM1	18.3
ENSG00000167123	CERCAM	2.2
ENSG00000167130	DOLPP1	25.2
ENSG00000167131	CCDC103	2.0
ENSG00000167136	ENDOG	3.6
ENSG00000167139	TBC1D21	0.0
ENSG00000167157	PRRX2	0.0
ENSG00000167165	UGT1A6	0.0
ENSG00000167173	C15orf39	23.6
ENSG00000167178	ISLR2	0.2
ENSG00000167182	SP2	13.4
ENSG00000167183	PRR15L	0.3
ENSG00000167186	COQ7	126.8
ENSG00000167191	GPRC5B	2.8
ENSG00000167193	CRK	13.8
ENSG00000167194	C16orf92	0.0
ENSG00000167195	GOLGA6C	0.0
ENSG00000167196	FBXO22	24.1
ENSG00000167202	TBC1D2B	1.5
ENSG00000167207	NOD2	21.7
ENSG00000167208	SNX20	307.3
ENSG00000167210	LOXHD1	0.1
ENSG00000167216	KATNAL2	0.2
ENSG00000167220	HDHD2	30.6
ENSG00000167232	ZNF91	10.0
ENSG00000167244	IGF2	0.0
ENSG00000167257	RNF214	20.6
ENSG00000167258	CDK12	11.2
ENSG00000167261	DPEP2	844.3
ENSG00000167264	DUS2	90.2
ENSG00000167272	POP5	26.6
ENSG00000167280	ENGASE	0.7
ENSG00000167281	RBFOX3	0.1
ENSG00000167283	ATP5MG	989.0
ENSG00000167286	CD3D	1629.7
ENSG00000167291	TBC1D16	2.3
ENSG00000167302	TEPSIN	4.0
ENSG00000167306	MYO5B	0.4
ENSG00000167311	ART5	0.0
ENSG00000167315	ACAA2	123.2
ENSG00000167323	STIM1	25.2
ENSG00000167325	RRM1	41.8
ENSG00000167332	OR51E2	0.1
ENSG00000167333	TRIM68	11.1
ENSG00000167346	MMP26	0.1
ENSG00000167355	OR51B5	0.0
ENSG00000167359	OR51I1	0.0
ENSG00000167360	OR51Q1	0.0
ENSG00000167363	FN3K	0.0
ENSG00000167371	PRRT2	3.3
ENSG00000167377	ZNF23	2.6
ENSG00000167378	IRGQ	2.9
ENSG00000167380	ZNF226	53.8
ENSG00000167384	ZNF180	2.7
ENSG00000167393	PPP2R3B	0.1
ENSG00000167394	ZNF668	11.1
ENSG00000167395	ZNF646	25.2
ENSG00000167397	VKORC1	196.7
ENSG00000167414	GNG8	5.4
ENSG00000167419	LPO	0.0
ENSG00000167434	CA4	100.0
ENSG00000167447	SMG8	27.0
ENSG00000167460	TPM4	158.1
ENSG00000167461	RAB8A	513.9
ENSG00000167468	GPX4	846.7
ENSG00000167470	MIDN	11.7
ENSG00000167476	JSRP1	2.7
ENSG00000167483	NIBAN3	110.9
ENSG00000167487	KLHL26	4.4
ENSG00000167491	GATAD2A	7.7
ENSG00000167508	MVD	28.5
ENSG00000167513	CDT1	0.9
ENSG00000167515	TRAPPC2L	178.7
ENSG00000167522	ANKRD11	8.5
ENSG00000167523	SPATA33	3.1
ENSG00000167524	RSKR	0.0
ENSG00000167525	PROCA1	5.0
ENSG00000167526	RPL13	13778.5
ENSG00000167528	ZNF641	7.3
ENSG00000167531	LALBA	0.0
ENSG00000167535	CACNB3	1.8
ENSG00000167536	DHRS13	55.5
ENSG00000167543	TP53I13	111.2
ENSG00000167548	KMT2D	1.5
ENSG00000167549	CORO6	0.5
ENSG00000167550	RHEBL1	16.1
ENSG00000167552	TUBA1A	1667.7
ENSG00000167553	TUBA1C	99.3
ENSG00000167554	ZNF610	1.7
ENSG00000167555	ZNF528	17.7
ENSG00000167562	ZNF701	21.4
ENSG00000167565	SERTAD3	80.6
ENSG00000167566	NCKAP5L	0.6
ENSG00000167578	RAB4B	151.5
ENSG00000167580	AQP2	0.2
ENSG00000167588	GPD1	0.0
ENSG00000167595	PROSER3	10.2
ENSG00000167600	CYP2S1	84.5
ENSG00000167601	AXL	25.8
ENSG00000167604	NFKBID	7.3
ENSG00000167608	TMC4	0.5
ENSG00000167612	ANKRD33	0.0
ENSG00000167613	LAIR1	13.1
ENSG00000167614	TTYH1	0.0
ENSG00000167615	LENG8	4.6
ENSG00000167617	CDC42EP5	0.0
ENSG00000167618	LAIR2	49.6
ENSG00000167619	TMEM145	13.6
ENSG00000167625	ZNF526	6.9
ENSG00000167632	TRAPPC9	15.4
ENSG00000167633	KIR3DL1	1.8
ENSG00000167634	NLRP7	3.9
ENSG00000167635	ZNF146	23.3
ENSG00000167637	ZNF283	2.0
ENSG00000167641	PPP1R14A	300.8
ENSG00000167642	SPINT2	533.0
ENSG00000167644	C19orf33	22.3
ENSG00000167645	YIF1B	300.7
ENSG00000167646	DNAAF3	0.3
ENSG00000167653	PSCA	0.0
ENSG00000167654	ATCAY	0.6
ENSG00000167656	LY6D	0.0
ENSG00000167657	DAPK3	32.8
ENSG00000167658	EEF2	755.6
ENSG00000167664	TMIGD2	113.6
ENSG00000167670	CHAF1A	15.7
ENSG00000167671	UBXN6	10.4
ENSG00000167674	HDGFL2	5.7
ENSG00000167676	PLIN4	0.1
ENSG00000167680	SEMA6B	0.0
ENSG00000167685	ZNF444	4.0
ENSG00000167693	NXN	0.2
ENSG00000167695	TLCD3A	1.5
ENSG00000167699	GLOD4	83.6
ENSG00000167700	MFSD3	19.2
ENSG00000167701	GPT	0.8
ENSG00000167702	KIFC2	0.0
ENSG00000167703	SLC43A2	15.7
